lemmatized_text
gerçek
veya
son
haber
alın
gün
başla
hüküm
doğur
ikinci
bölü
kişisel
durum
sicil
genel
ol
sicil
madde
kişisel
durum
bu
amaçla
tutul
resmi
sicil
belirle
bu
sicil
tutul
ve
zorunlu
bildirim
yap
ilişkin
esas
ilgili
kanu
göster
görev
madde
kişisel
durum
sicil
devlet
ata
memur
tarafından
tutul
sicil
kayıt
tut
ve
örnek
ver
bu
memur
görev
yabancı
memleket
türki
temsilci
cumhurbaşkan
onay
ile
nüfus
memur
yetki
ver
sorumluluk
tarih
ve
sayılı
khk
un
madde
bu
fıkra
ye
al
dışiş
bakanlığ
öneri
iç
bakanlığ
katıl
ve
başbakan
başbakan
ibare
cumhurbaşkan
şekl
değiş
madde
kişisel
durum
sicil
tutul
doğ
zarar
kusur
memur
rücu
ed
kayd
devlet
tazmin
ed
tazminat
ve
rücu
dava
kişisel
durum
sicil
tutul
ye
mahkeme
aç
iv
düzelt
genel
ol
madde
mahke
karar
olmadık
kişisel
durum
sicil
hiçbir
kayd
düzelt
yap
cinsiyet
değişik
madde
cinsiyet
değiş
iste
kimse
şahsen
başvuru
bulun
mahkeme
cinsiyet
değişik
iz
ver
iste
ancak
izn
ver
için
istem
sahib
on
sekiz
yaş
doldur
bulun
ve
evli
ol
ayrıca
transseksüel
yapı
ol
cinsiyet
değişik
ruh
sağlığ
açı
zorunluluğ
bir
eğitim
ve
araştır
hastane
si
alın
resmi
sağlık
kurul
rapor
belgele
şart
ver
izn
bağ
ol
amaç
ve
tıbbi
yöntem
uygun
bir
cinsiyet
değiş
ameliyat
gerçek
resmi
sağlık
kurul
rapor
doğru
hal
mahkeme
nüfus
sicil
ger
ekli
düzeltmen
yap
kar
ver
doğu
kütüğ
bildir
madde
doğum
ilişkin
bildirim
ve
kimliğ
bilinmeyen
bulun
çocuk
hakk
işlem
ilgili
kanu
hüküm
göre
yap
doğu
kütüğ
değişik
madde
kişisel
durum
değişik
özellikle
evlilik
dış
bir
çocuğ
tanı
veya
haki
baba
kar
ver
düzelt
evlat
edin
ya
da
bulun
bir
çocuğ
belli
ol
ilgili
kanu
hüküm
göre
kütüğ
işle
ölüm
kütüğ
ölü
bildir
madde
ölüm
ilişkin
bildirim
ilgili
kanu
hüküm
göre
yap
cesed
bulun
kişi
madde
bir
kimse
ölümüne
kesin
gözle
bak
gerek
durum
içinde
orta
tarih
ve
sayılı
resmi
gazete
yayımla
anayasa
mahkeme
tarih
ve
sayılı
karar
ile
bu
fıkra
ikinci
cümle
ye
al
ve
üre
yeteneğ
sürekli
biçim
yoksun
bulun
ibare
iptal
ed
kaybol
cesed
bu
lunar
amiş
ol
bile
yer
en
büyük
mülki
amir
emr
kütüğ
ölü
kay
düşür
bu
birlikte
her
ilgili
bu
kişi
ölü
veya
sağ
ol
mahkeme
tespit
dav
ed
gaip
karar
madde
gaip
karar
haki
bildir
üzerine
yine
ölüm
kütüğ
kaydol
iv
değişik
kütüğ
geçir
madde
tescil
esas
ol
bir
bildiri
doğru
olmadığ
tespit
ed
veya
kim
ait
ol
bilinmeyen
cesed
kimliğ
belli
ol
ya
da
gaip
karar
kaldır
sebep
er
zorunlu
ol
değişik
ilgili
kütük
kayd
düşünce
sütun
yaz
yap
ikinci
kısım
tüzel
kişi
birinci
bölü
genel
hüküm
tüzel
kişilik
madde
başlıbaşına
bir
varlığ
ol
üzere
örgütle
kişi
topluluk
ve
belli
bir
ama
özgü
ol
bağımsız
mal
topluluk
kendi
ile
ilgili
özel
hüküm
uyarınca
tüzel
kişilik
kazan
amac
hukuk
veya
ahlak
aykırı
ol
kişi
ve
mal
topluluk
tüzel
kişilik
kazan
hak
ehliyet
madde
tüzel
kıs
er
cins
yaş
hısım
gibi
yaradılış
gereğ
insa
özgü
nitelik
bağ
ol
dış
bütün
hak
ve
borç
ehil
fiil
ehliyet
koşul
madde
tüzel
kişi
kanu
ve
kuruluş
belge
göre
gerekli
organ
sahip
ol
fiil
ehliyet
kazan
kullan
madde
tüzel
kişi
irade
organ
aracılığıyla
açık
organ
hukuki
işlem
ve
diğer
bütün
fiil
tüzel
kişi
borç
alt
sok
organ
kusur
dolayı
ayrıca
kişisel
ol
soru
ulu
yerleşim
yer
madde
tüzel
kişi
yerleşim
yer
kuruluş
belge
başka
bir
hüküm
bulun
iş
yönet
ye
kişiliğ
son
er
sınır
devam
et
madde
son
er
tüzel
kişi
kişiliğ
ehliyet
tasfiye
amac
sınır
ol
üzere
tasfiye
sırasında
da
devam
ed
tasfiye
madde
tüzel
kişi
tasfiye
kanu
ve
kuruluş
belge
aksine
hüküm
bulun
tereke
resmi
tasfiye
ilişkin
hüküm
göre
yap
özgü
madde
tüzel
kişi
malvarlık
kanu
veya
kuruluş
belge
başka
bir
hüküm
bulun
ya
da
yetkili
organ
başka
türlü
kar
ver
en
yakın
amac
güd
kamu
kur
veya
kuruluş
geçer
bu
malvarlık
olanak
ölçü
daha
önce
özgü
amaç
için
kullan
hukuk
veya
ahlak
aykırı
amaç
güt
için
kişiliğ
mahke
karar
son
er
tüzel
kişi
malvarlık
her
hal
ilgili
kamu
kuruluş
geçer
saklı
hüküm
madde
kamu
tüzel
kişi
ile
ticaret
şirket
hakk
kanu
hüküm
saklı
ikinci
bölü
dernek
kuruluş
tan
madde
dernek
gerçek
veya
tüzel
en
az
yedi
kişi
kazanç
paylaş
dış
belirli
ve
ortak
bir
amac
gerçek
üzere
bilgi
ve
çalış
sürekli
ol
birleş
suret
oluş
tüzel
kişiliğ
sahip
kişi
topluluk
hukuk
veya
ahlak
aykırı
amaç
dernek
kurula
dernek
kur
hakk
madde
herkes
önceden
iz
al
dernek
kur
hakk
sahip
dernek
kur
fiil
ehliyet
sahip
ol
gerek
tarih
ve
sayılı
kanu
inci
madde
bu
fıkra
geçen
en
az
yedi
gerçek
kişi
ibare
gerçek
veya
tüzel
en
az
yedi
kişi
ol
eğiş
tüzük
madde
her
derneğ
bir
tüzüğ
bulun
dernek
tüzüğ
derneğ
ad
amac
gel
kaynak
üye
koşul
organ
ve
örgüt
ile
geçici
yönet
kurul
göster
zorunlu
lu
dernek
tüzüğ
kanu
emred
hüküm
aykırı
olamaz
dernek
tüzüğ
düzenle
konu
kanu
hüküm
uygula
iv
tüzel
kişiliğ
kazan
kazan
an
madde
dernek
kuruluş
bildirim
dernek
tüzüğ
ve
gerekli
belge
yerleşim
yerin
bulun
yer
en
büyük
mülki
amir
ver
an
tüzel
kişilik
kazan
kuruluş
bildirim
içeriğ
ve
gerekli
belge
ne
ibaret
ol
yönetmelik
göster
incel
madde
kuruluş
bildiri
ve
belge
doğru
ile
dernek
tüzüğ
en
büyük
mülki
amir
tarafından
altmış
gün
içinde
dosya
üzer
ince
kuruluş
bildirim
tüzük
ve
kur
hukuki
durum
kanu
aykırı
veya
noksan
tespit
ed
takdirde
bu
gider
ve
ya
ta
mam
derhal
kur
iste
bu
istem
tebliğ
başla
otuz
gün
içinde
belirt
noksan
tamam
ve
kanu
aykırı
gider
en
büyük
mülki
amir
yetkili
asliye
hukuk
mahkeme
derneğ
fesh
konu
dav
açma
iç
in
durum
cumhuriyet
savcı
bildir
cumhuriyet
savcı
mahkeme
derneğ
faaliyet
durdur
kar
ver
de
iste
kuruluş
bildirim
tüzük
ve
belge
kanu
aykırı
veya
noksan
bulun
ya
da
bu
aykırı
veya
no
ik
belirli
süre
gider
bulun
keyfiyet
derhal
derneğ
yaz
bildir
ve
dernek
dernek
kütüğ
kayded
dernek
tüzüğ
ilan
madde
mülga
ilk
genel
kurul
toplantı
madde
değişik
dernek
inci
madde
son
fıkra
gereğince
yapılan
yazılı
bildiri
izle
altı
ay
içinde
ilk
genel
kurul
toplantı
yap
ve
zorunlu
organ
oluş
yüküm
tarih
ve
sayılı
kanu
inci
madde
bu
fıkra
ye
al
an
yerleşim
yer
kur
ibare
madde
metn
çıkar
üye
kazan
kural
madde
hiç
kimse
bir
derneğ
üye
ol
ve
hiçbir
dernek
de
üye
kabul
et
zor
koşul
madde
fiil
ehliyet
sahip
bulun
her
gerçek
kişi
ile
tüzel
kişi
dernek
üye
ol
hakk
sahip
yazılı
ol
yap
üye
başvuru
dernek
yönet
kurul
en
çok
otuz
gün
içinde
karar
bağla
ve
sonuç
yaz
başvuru
sahib
bildir
başvuru
kabul
ed
üye
bu
amaçla
tutul
defter
kayded
son
er
kendiliğinden
madde
üye
için
kanu
veya
tüzük
ara
lan
nitelik
sonradan
kaybed
dernek
üye
kendiliğinden
son
er
çıkma
ile
madde
hiç
kimse
dernek
üye
kal
zor
her
üye
yazılı
ol
bildir
kayd
dernek
çıkma
hakk
sahip
çıkar
ile
madde
tüzük
üye
çıkar
sebep
göster
tüzük
çıkar
sebep
göster
çıkar
karar
bu
sebep
hak
sayıla
iddia
itiraz
ed
tüzük
çıkar
düzenle
üye
ancak
hak
sebep
çıkar
bu
çıkar
karar
hak
sebep
bulun
ileri
sürül
itiraz
ed
kapsam
üye
hak
eşit
ilke
madde
dernek
üye
eşit
hak
sahip
dernek
üye
ara
dil
ırk
renk
cinsiyet
din
ve
mezhep
aile
zümre
sınıf
fark
gözet
eşit
boz
veya
bazı
üye
bu
tarih
ve
sayılı
kanu
madde
ün
madde
bu
fıkra
ye
al
gerçek
kişi
ibare
sonra
gel
üzere
ile
tüzel
iş
ibare
ek
tir
tarih
ve
sayılı
kanu
inci
madde
bu
fıkra
ye
al
tüzük
başka
bir
düzenle
yoksa
ibare
madde
metn
çıkar
tarih
ve
sayılı
kanu
ün
madde
bu
fıkra
ye
al
altı
ay
önce
ed
ibare
madde
metn
çıkar
sebep
ayrıcalık
tanı
uygula
yap
her
üye
derneğ
faaliyet
ve
yönetim
katıl
hakk
var
dernek
çık
veya
çıkar
üye
dernek
malvarlık
hak
iddia
ed
oy
hakk
madde
her
üye
genel
kurul
bir
oy
hakk
var
üye
oy
şahsen
kullan
zor
onursal
üye
oy
hakk
yok
üye
yüküm
ödenti
ver
borc
madde
üye
ödenti
ver
borc
tüzük
düzenle
tüzük
düzenle
yoksa
üye
dernek
amac
gerçek
ve
borç
karşı
için
zorunlu
ödenti
eşit
ol
katıl
dernek
çık
veya
çıkar
üye
üye
bulun
süre
ödenti
ver
zor
onursal
üye
oden
ti
ver
zor
değil
diğer
yüküm
madde
üye
dernek
düzen
uy
ve
derneğ
sadakat
göster
yüküm
her
üye
derneğ
amac
uygun
davran
özellikle
amac
gerçek
güç
veya
engelle
davranış
kaçın
yüküm
organ
genel
ol
madde
derneğ
zorunlu
organ
genel
kurul
yönet
kurul
ve
denet
kurul
dernek
zorunlu
organ
dış
başka
organ
da
oluş
ancak
bu
organ
zorunlu
organ
gör
ev
yetki
ve
sorumluluk
devred
genel
kurul
niteliğ
ve
oluşum
madde
genel
kurul
derneğ
en
yetkili
kar
organ
ol
derneğ
kayıt
üye
oluş
top
olağan
toplantı
madde
genel
kurul
tüzük
belirt
en
man
yönet
kurul
çağrı
üzerine
top
değişik
ikinci
fıkra
olağan
genel
kurul
toplantı
en
geç
üç
yıl
bir
yap
zorunlu
olağanüstü
toplantı
madde
genel
kurul
yönet
veya
denet
kurul
gerekli
gör
hal
veya
dernek
üye
beş
biri
yazılı
başvuru
üzerine
yönet
kurul
olağanüstü
toplantı
çağrıl
yönet
kurul
genel
kurul
toplantı
çağır
üye
biri
başvuru
üzerine
sulh
haki
üç
üye
genel
kurul
toplantı
çağır
görevlen
toplantı
veya
çağrı
alın
kar
madde
bütün
üye
bir
ara
gel
yazılı
katılım
alın
kar
ile
dernek
üye
tamam
kanu
yazılı
çağrı
usul
uy
bir
ara
ge
ek
al
kar
geçerli
bu
şekil
kar
alın
olağan
toplantı
yerine
geç
toplantı
çağrı
madde
genel
kurul
yönet
kurul
en
az
on
beş
gün
önceden
toplantı
çağrıl
bu
amaçla
toplantı
gün
saat
yer
ve
gündem
üye
bildir
toplantı
çağrı
usul
ve
toplantı
ertele
ilişkin
konu
yönetmelik
düzenle
toplantı
yer
ve
toplantı
yeter
sayı
madde
genel
kurul
toplantı
tüzük
te
aksine
hüküm
olmadık
dernek
merkez
bulun
yer
yap
genel
kurul
katıl
hakk
bulun
üye
salt
çoğunluğ
tüzük
değişik
ve
derneğ
fesh
hal
üç
iki
katılım
top
çoğunluğ
sağ
sebebiyle
toplantı
ertele
durum
ikinci
toplantı
çoğunluk
aran
ancak
bu
toplantı
katıl
üye
sayı
yönet
ve
denet
kurul
üye
tam
sayı
iki
kat
az
olamaz
genel
kurul
toplantı
bir
defa
fazla
geri
bırak
toplantı
usul
madde
genel
kurul
toplantı
aç
sonra
toplantı
yönet
üzere
bir
başkan
ve
yeter
kadar
başkan
vekil
ile
yazma
seçil
genel
kurul
toplantı
yalnız
gündem
ye
al
madde
görüş
ancak
toplantı
hazır
bulun
yel
in
en
az
biri
tarafından
görüş
yazılı
ol
iste
tarih
ve
sayılı
kanu
inci
madde
yerel
bir
gazete
ile
ilan
ed
ve
aynı
zaman
ir
yaz
ibare
madde
metn
çıkar
hükm
istisna
de
bu
ara
ye
al
yerel
bir
gazete
ile
ilan
ed
ve
aynı
zaman
üye
bir
yaz
şekl
ibare
madde
metn
çıkar
konu
gündem
alın
zorunlu
mülga
üçüncü
fıkra
genel
kurul
görev
ve
yetki
madde
genel
kurul
üye
kabul
ve
üye
çıkar
hakkında
son
karar
ver
dernek
organ
seç
ve
derneğ
diğer
bir
organ
ver
ol
iş
gör
genel
kurul
derneğ
diğer
organ
denetle
ve
hak
sebep
her
zaman
görev
al
genel
kurul
karar
kar
yeter
sayı
madde
genel
kurul
karar
toplantı
katıl
üye
salt
çoğunluğ
alın
şu
kadar
ki
tüzük
değişik
ve
derneğ
fesh
karar
ancak
toplantı
katıl
üye
üç
iki
çoğunluğ
alın
oy
hakk
yoksun
madde
hiçbir
dernek
üye
dernek
ile
kendi
eş
stso
ve
altso
ara
bir
hukuki
işlem
veya
uyuş
konu
alın
gerek
karar
oy
kullan
ek
fıkra
tüzel
kişi
adına
oy
kullan
kişi
hakkında
da
yukarı
fıkra
hükm
uygula
karar
iptal
madde
toplantı
hazır
bulun
ve
kanu
veya
tüzüğ
aykırı
ol
alın
genel
kurul
karar
katıl
her
üye
kar
tarih
başla
bir
ay
içinde
toplantı
hazır
bulun
her
üye
karar
öğren
başla
bir
ay
içinde
ve
her
hal
kar
tarih
başla
üç
ay
içinde
mahkeme
başvur
suret
karar
iptal
iste
diğer
organ
karar
karşı
dernek
iç
denet
yol
tüket
iptal
dava
açıla
genel
kurul
karar
yok
veya
mutlak
butlan
hüküm
say
durum
saklı
yönet
kurul
oluşum
madde
yönet
kurul
beş
asil
ve
beş
yedek
üye
az
ol
üzere
dernek
tüzüğ
belirt
sayı
üye
oluş
yönet
kurul
uy
say
iş
boşal
sebebiyle
üye
tamsay
yarı
alt
düş
genel
kurul
kal
yönet
kurul
üye
veya
denet
kurul
tarafından
bir
ay
içinde
toplantı
çağrıl
çağrı
yap
üye
biri
istem
üzerine
sulh
haki
üç
üye
genel
kurul
toplantı
çağır
görevlen
görev
madde
yönet
kurul
derneğ
yürüt
ve
temsil
organ
bu
görev
kanu
ve
dernek
tüzüğ
uygun
ol
yerine
getir
temsil
görev
yönet
kurul
üye
biri
veya
bir
üçüncü
kişi
ver
iv
denet
kurul
madde
denet
kurul
üç
asil
ve
üç
yedek
üye
az
ol
üzere
dernek
tüzüğ
belirt
sayı
üye
oluş
denet
kurul
denetle
görev
dernek
tüzüğ
belirt
esas
ve
usul
göre
yap
denetle
sonuç
bir
raporla
yönet
kurul
ve
genel
kurula
sun
son
er
kendiliğinden
madde
dernek
aşağı
hal
kendiliğinden
son
er
amac
gerçek
gerçek
olanak
hal
gel
veya
süre
son
er
ilk
genel
kurul
toplantı
kanu
öngör
süre
yap
ve
zorunlu
organ
oluş
ol
borç
öde
acz
düş
ol
tüzük
gereğince
yönet
kurul
oluş
olanak
hal
gel
olağan
genel
kurul
toplantı
iki
defa
üst
üs
yap
her
ilgili
sulh
hakim
derneğ
kendiliğinden
sonra
er
tespit
iste
genel
kurul
karar
ile
madde
genel
kurul
her
zaman
derneğ
fesh
kar
ver
mahke
karar
ile
madde
derneğ
amac
kanu
veya
ahlak
aykırı
hal
gel
cumhuriyet
savcı
veya
bir
ilgili
istem
üzerine
mahke
derneğ
fesh
kar
ver
mahke
dav
sırasında
faaliyet
alıkoy
dahil
gerekli
bütün
önlem
al
dernek
faaliyet
genel
ol
madde
dernek
amaç
gerçek
üzere
tüzük
belirt
çalış
konu
ve
biçim
doğrultu
faaliyet
bulun
yasak
veya
izn
bağ
faaliyet
ilgili
kamu
hukuk
ni
te
özel
kanu
hüküm
saklı
dernek
faaliyet
ile
ilgili
yasak
ve
sınırla
aykırı
hal
cumhuriyet
savcı
istem
mahkeme
faaliyet
alıkoy
karar
ver
uluslararası
faaliyet
faaliyet
serbest
madde
değişik
dernek
tüzük
göster
amaç
gerçek
üzere
uluslararası
faaliyet
ve
işbir
bulun
yurt
dış
şube
aç
ve
yurt
dış
kur
dernek
veya
kuruluş
üye
ol
katıl
ır
yabancı
dernek
madde
değişik
yabancı
dernek
dışiş
bakanlığ
görüş
alın
suret
iç
bakanlığ
izn
türkiye
faaliyet
ve
işbir
bulun
şube
aç
üst
kuruluş
kur
ve
kur
üst
kuruluş
katıl
yaban
dernek
kur
hakk
madde
yerleş
hakk
sahip
ol
yabancı
gerçek
kişi
dernek
kur
veya
kur
dernek
üye
ol
onursal
üye
için
bu
koşul
aran
dernek
örgütle
şube
açma
kuruluş
madde
dernek
gerekli
gör
yer
genel
kurul
karar
şube
aç
bu
amaçla
dernek
yönet
kurul
yetki
ver
en
az
üç
kişilik
kur
kurul
şube
aç
yer
en
büyük
mülki
amir
şube
kuruluş
bildirim
ve
gerekli
belge
ver
mülga
ikinci
fıkra
şube
kuruluş
bildirim
içeriğ
ve
gerekli
belgele
yönetmelik
göster
şube
organ
ve
uygula
hu
küm
tarih
ve
sayılı
kanu
inci
madde
bu
madde
ye
al
uluslararası
ala
işbir
yap
yarar
gör
hal
ve
karşılık
ol
koşul
madde
metn
çıkar
tarih
ve
şa
yıl
kanu
inci
madde
bu
madde
ye
al
karşılık
ol
koşul
ibare
madde
metn
çıkar
madde
her
şube
genel
kurul
ve
yönet
kurul
ile
denet
kurul
veya
denet
bulun
zorunlu
bu
organ
görev
ve
yetki
ile
şube
ilişkin
diğer
husus
hakkında
bu
kanu
hüküm
uygula
üst
kuruluş
